Identifier: KEWR04RL_arrival_corridor
Segment: 1
Surface: w1
716.374873 -2512.589809 0.164579
716.543082 -2513.179780 0.411447
716.719625 -2514.431417 0.296242
716.573792 -2513.919797 0.082289

Surface: s2
717.158143 -2513.989097 0.082289
717.304095 -2514.500731 0.296242
716.826218 -2513.058310 0.411447
716.657943 -2512.468368 0.164579

Surface: u
716.719625 -2514.431417 0.296242
716.543082 -2513.179780 0.411447
716.826218 -2513.058310 0.411447
717.304095 -2514.500731 0.296242

Surface: l
716.374873 -2512.589809 0.164579
716.573792 -2513.919797 0.082289
717.158143 -2513.989097 0.082289
716.657943 -2512.468368 0.164579

Segment: 6
Surface: w1
716.374873 -2512.589809 0.164579
716.543082 -2513.179780 0.411447
