-4.274734 -4.274734 -4.274734 -4.274734 -4.274734 -4.274734 -4.274734 -4.274734 -4.274734
-4.368519 -4.340036 -4.273704 -4.210096 -4.184560 -4.210096 -4.273704 -4.340036 -4.368519
-4.466792 -4.406443 -4.270466 -4.146231 -4.098125 -4.146231 -4.270466 -4.406443 -4.466792
-4.569753 -4.473959 -4.266269 -4.083412 -4.015211 -4.083412 -4.266269 -4.473959 -4.569753
-4.677440 -4.543608 -4.262126 -4.021925 -3.935651 -4.021925 -4.262126 -4.543608 -4.677440
-4.790044 -4.615759 -4.259105 -3.961938 -3.859233 -3.961938 -4.259105 -4.615759 -4.790044
-4.908493 -4.691268 -4.257164 -3.903656 -3.785623 -3.903656 -4.257164 -4.691268 -4.908493
-5.032886 -4.770964 -4.255104 -3.846801 -3.714861 -3.846801 -4.255104 -4.770964 -5.032886
-5.163688 -4.853615 -4.251568 -3.791610 -3.646820 -3.791610 -4.251568 -4.853615 -5.163688
